Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Igor Dantas,Homem,Thaíse Costa,Mulher,WEI
Jose Neto,Homem,Lourival Neto,Homem,WEI
Jose Neto,Homem,Lucas Silva,Homem,WEI
Jose Neto,Homem,Thaíse Costa,Mulher,WEI
Lourival Neto,Homem,Lucas Silva,Homem,WEI
Lourival Neto,Homem,Thaíse Costa,Mulher,WEI
Lucas Silva,Homem,Thaíse Costa,Mulher,WEI
José Henrique R. Cruz,Homem,Maurício Arimoto,Homem,WEI
Gabriela Aguiar,Mulher,Lailson Menezes,Homem,WEI
André Manzano,Homem,Lohana Santos,Mulher,WIT
André Manzano,Homem,Roger Resmini,Homem,WIT
André Manzano,Homem,Soraia Prietch,Mulher,WIT
André Manzano,Homem,Tamyres Souza,Mulher,WIT
André Manzano,Homem,Waine Júnior,Homem,WIT
André Manzano,Homem,Ângela Farias,Mulher,WIT
Lohana Santos,Mulher,Roger Resmini,Homem,WIT
Lohana Santos,Mulher,Soraia Prietch,Mulher,WIT
Lohana Santos,Mulher,Tamyres Souza,Mulher,WIT
Lohana Santos,Mulher,Waine Júnior,Homem,WIT
Lohana Santos,Mulher,Ângela Farias,Mulher,WIT
Roger Resmini,Homem,Soraia Prietch,Mulher,WIT
Roger Resmini,Homem,Tamyres Souza,Mulher,WIT
Roger Resmini,Homem,Waine Júnior,Homem,WIT
Roger Resmini,Homem,Ângela Farias,Mulher,WIT
Soraia Prietch,Mulher,Tamyres Souza,Mulher,WIT
Soraia Prietch,Mulher,Waine Júnior,Homem,WIT
Soraia Prietch,Mulher,Ângela Farias,Mulher,WIT
Tamyres Souza,Mulher,Waine Júnior,Homem,WIT
Tamyres Souza,Mulher,Ângela Farias,Mulher,WIT
Waine Júnior,Homem,Ângela Farias,Mulher,WIT
Daniela Ridel,Mulher,José Carlos Maldonado,Homem,WIT
Daniela Ridel,Mulher,Kalinka Castelo Branco,Mulher,WIT
Daniela Ridel,Mulher,Luiz Henrique Castelo Branco,Homem,WIT
Daniela Ridel,Mulher,Sabrina Tridico,Mulher,WIT
José Carlos Maldonado,Homem,Kalinka Castelo Branco,Mulher,WIT
José Carlos Maldonado,Homem,Luiz Henrique Castelo Branco,Homem,WIT
José Carlos Maldonado,Homem,Sabrina Tridico,Mulher,WIT
Kalinka Castelo Branco,Mulher,Luiz Henrique Castelo Branco,Homem,WIT
Kalinka Castelo Branco,Mulher,Sabrina Tridico,Mulher,WIT
Luiz Henrique Castelo Branco,Homem,Sabrina Tridico,Mulher,WIT
Carlos Figueiredo,Homem,Lahis Almeida,Mulher,SBCUP
Carlos Figueiredo,Homem,Wilson Neto,Homem,SBCUP
Lahis Almeida,Mulher,Wilson Neto,Homem,SBCUP
Adilson Costa,Homem,Bruno Martini,Homem,SBCUP
Adilson Costa,Homem,Gilson Helfer,Homem,SBCUP
Adilson Costa,Homem,Jorge Barbosa,Homem,SBCUP
Adilson Costa,Homem,Ronaldo Santos,Homem,SBCUP
Bruno Martini,Homem,Gilson Helfer,Homem,SBCUP
Bruno Martini,Homem,Jorge Barbosa,Homem,SBCUP
Bruno Martini,Homem,Ronaldo Santos,Homem,SBCUP
Gilson Helfer,Homem,Jorge Barbosa,Homem,SBCUP
Gilson Helfer,Homem,Ronaldo Santos,Homem,SBCUP
Jorge Barbosa,Homem,Ronaldo Santos,Homem,SBCUP
Bruno Brandoli Machado,Homem,Jose Fernando Rodrigues Junior,Homem,CTD
Christina von Flach Chavez,Mulher,Eduardo Santana de Almeida,Homem,WASHES
Christina von Flach Chavez,Mulher,John D. McGregor,Homem,WASHES
Christina von Flach Chavez,Mulher,Simone da Silva Amorin,Mulher,WASHES
Eduardo Santana de Almeida,Homem,John D. McGregor,Homem,WASHES
Eduardo Santana de Almeida,Homem,Simone da Silva Amorin,Mulher,WASHES
John D. McGregor,Homem,Simone da Silva Amorin,Mulher,WASHES
André Lemos,Homem,Haroldo Amaral,Homem,WEI
André Lemos,Homem,Lilian Pereira Teixeira,Mulher,WEI
André Lemos,Homem,Marcia Kniphoff da Cruz,Mulher,WEI
André Lemos,Homem,Rozelma França,Mulher,WEI
André Lemos,Homem,Wilk Oliveira,Homem,WEI
Haroldo Amaral,Homem,Lilian Pereira Teixeira,Mulher,WEI
Haroldo Amaral,Homem,Marcia Kniphoff da Cruz,Mulher,WEI
Haroldo Amaral,Homem,Rozelma França,Mulher,WEI
Haroldo Amaral,Homem,Wilk Oliveira,Homem,WEI
Lilian Pereira Teixeira,Mulher,Marcia Kniphoff da Cruz,Mulher,WEI
Lilian Pereira Teixeira,Mulher,Rozelma França,Mulher,WEI
Lilian Pereira Teixeira,Mulher,Wilk Oliveira,Homem,WEI
Marcia Kniphoff da Cruz,Mulher,Rozelma França,Mulher,WEI
Marcia Kniphoff da Cruz,Mulher,Wilk Oliveira,Homem,WEI
Rozelma França,Mulher,Wilk Oliveira,Homem,WEI
Emanuel Oliveira da Silva,Homem,Taciana Pontual Falcão,Mulher,WEI
Glauber Ferreira Cintra,Homem,Luis Filipe de Lima Sales,Homem,ETC
Glauber Ferreira Cintra,Homem,Raimundo Azevedo Neto,Homem,ETC
Luis Filipe de Lima Sales,Homem,Raimundo Azevedo Neto,Homem,ETC
Diane Castonguay,Mulher,Eduardo S. Lira,Homem,ETC
Diane Castonguay,Mulher,Erika M. M. Coelho,Mulher,ETC
Diane Castonguay,Mulher,Hebert Coelho,Homem,ETC
Eduardo S. Lira,Homem,Erika M. M. Coelho,Mulher,ETC
Eduardo S. Lira,Homem,Hebert Coelho,Homem,ETC
Erika M. M. Coelho,Mulher,Hebert Coelho,Homem,ETC
Edimar Bauer,Homem,Saulo Queiroz,Homem,ETC
Ana Leite,Mulher,Clara Marques Bodart,Mulher,WIT
Ana Leite,Mulher,Gabriel Nascimento,Homem,WIT
Ana Leite,Mulher,Márcia Oliveira,Mulher,WIT
Ana Leite,Mulher,Mônica Silva,Mulher,WIT
Clara Marques Bodart,Mulher,Gabriel Nascimento,Homem,WIT
Clara Marques Bodart,Mulher,Márcia Oliveira,Mulher,WIT
Clara Marques Bodart,Mulher,Mônica Silva,Mulher,WIT
Gabriel Nascimento,Homem,Márcia Oliveira,Mulher,WIT
Gabriel Nascimento,Homem,Mônica Silva,Mulher,WIT
Márcia Oliveira,Mulher,Mônica Silva,Mulher,WIT
Benhur Tessele,Homem,Cristian Koliver,Homem,WPerformance
Benhur Tessele,Homem,Romulo Silva de Oliveira,Homem,WPerformance
Cristian Koliver,Homem,Romulo Silva de Oliveira,Homem,WPerformance
Ivaldir H. de Farias Junior,Homem,Jeferson Vieira,Homem,WASHES
Ivaldir H. de Farias Junior,Homem,Valéria Silva,Mulher,WASHES
Jeferson Vieira,Homem,Valéria Silva,Mulher,WASHES
Luiz Alberto Viana,Homem,Manoel Campêlo,Homem,ETC
Hanna Alves,Mulher,Jerffeson Souza,Homem,WEI
Hanna Alves,Mulher,Levi da Silva,Homem,WEI
Jerffeson Souza,Homem,Levi da Silva,Homem,WEI
Allysson Allex Araújo,Homem,Ariádna Miranda,Mulher,WASHES
Allysson Allex Araújo,Homem,Emanuel Coutinho,Homem,WASHES
Allysson Allex Araújo,Homem,Jerffeson Souza,Homem,WASHES
Ariádna Miranda,Mulher,Emanuel Coutinho,Homem,WASHES
Ariádna Miranda,Mulher,Jerffeson Souza,Homem,WASHES
Emanuel Coutinho,Homem,Jerffeson Souza,Homem,WASHES
Fábio Protti,Homem,Lorrana F. de Castro,Mulher,ETC
Fábio Protti,Homem,Rodolfo A. de Oliveira,Homem,ETC
Lorrana F. de Castro,Mulher,Rodolfo A. de Oliveira,Homem,ETC
Aleffer Rocha,Homem,Leandro M. Zatesko,Homem,ETC
Aleffer Rocha,Homem,Sheila M. Almeida,Mulher,ETC
Leandro M. Zatesko,Homem,Sheila M. Almeida,Mulher,ETC
Claudio Fernando Resin Geyer,Homem,Hélio Carlos Brauner Filho,Homem,SBCUP
Ecivaldo Matos,Homem,Jean Rosa,Homem,WEI
Ecivaldo Matos,Homem,Luana Carneiro,Mulher,WEI
Ecivaldo Matos,Homem,Marlo Souza,Homem,WEI
Ecivaldo Matos,Homem,Murilo Souza,Homem,WEI
Jean Rosa,Homem,Luana Carneiro,Mulher,WEI
Jean Rosa,Homem,Marlo Souza,Homem,WEI
Jean Rosa,Homem,Murilo Souza,Homem,WEI
Luana Carneiro,Mulher,Marlo Souza,Homem,WEI
Luana Carneiro,Mulher,Murilo Souza,Homem,WEI
Marlo Souza,Homem,Murilo Souza,Homem,WEI
Heyder Vágner Ramos,Homem,Marize Lyra Silva Passos,Mulher,ENCompIF
Heyder Vágner Ramos,Homem,Márcia Oliveira,Mulher,ENCompIF
Heyder Vágner Ramos,Homem,Rodolfo dos Reis Fontes Novais,Homem,ENCompIF
Marize Lyra Silva Passos,Mulher,Márcia Oliveira,Mulher,ENCompIF
Marize Lyra Silva Passos,Mulher,Rodolfo dos Reis Fontes Novais,Homem,ENCompIF
Márcia Oliveira,Mulher,Rodolfo dos Reis Fontes Novais,Homem,ENCompIF
Carla Verônica Marques,Mulher,Carlo Oliveira,Homem,SEMISH
Carla Verônica Marques,Mulher,Claudia Motta,Mulher,SEMISH
Carlo Oliveira,Homem,Claudia Motta,Mulher,SEMISH
Carlos O. Rolim,Homem,Claudio F. R. Geyer,Homem,SBCUP
Carlos O. Rolim,Homem,Guilherme A. Borges,Homem,SBCUP
Carlos O. Rolim,Homem,Jorge Sá Silva,Homem,SBCUP
Carlos O. Rolim,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Claudio F. R. Geyer,Homem,Guilherme A. Borges,Homem,SBCUP
Claudio F. R. Geyer,Homem,Jorge Sá Silva,Homem,SBCUP
Claudio F. R. Geyer,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Guilherme A. Borges,Homem,Jorge Sá Silva,Homem,SBCUP
Guilherme A. Borges,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Jorge Sá Silva,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Fabiano Oliveira,Homem,Flavia Bonomo-Braberman,Mulher,ETC
Fabiano Oliveira,Homem,Jayme L. Szwarcfiter,Homem,ETC
Fabiano Oliveira,Homem,Moysés S. Sampaio Jr.,Homem,ETC
Flavia Bonomo-Braberman,Mulher,Jayme L. Szwarcfiter,Homem,ETC
Flavia Bonomo-Braberman,Mulher,Moysés S. Sampaio Jr.,Homem,ETC
Jayme L. Szwarcfiter,Homem,Moysés S. Sampaio Jr.,Homem,ETC
Cláudia Linhares Sales,Mulher,Efraim Rodrigues,Homem,ETC
Elisângela Dias,Mulher,Talita Ferreira,Mulher,WIT
Joslaine Cristina J. de Freitas,Mulher,Marcos Wagner de Souza Ribeiro,Homem,WIT
Joslaine Cristina J. de Freitas,Mulher,Tamara Cristina Ferreira,Mulher,WIT
Marcos Wagner de Souza Ribeiro,Homem,Tamara Cristina Ferreira,Mulher,WIT
Fábio Botler,Homem,Lucas Colucci,Homem,ETC
Fábio Botler,Homem,Yoshiharu Kohayakawa,Homem,ETC
Lucas Colucci,Homem,Yoshiharu Kohayakawa,Homem,ETC
André S. Gonzaga,Homem,Robson L. F. Cordeiro,Homem,CTD
Ana Luisa Duboc,Mulher,Carla A. D. M. Delgado,Mulher,WEI
Ana Luisa Duboc,Mulher,Fabio Mascarenhas,Homem,WEI
Ana Luisa Duboc,Mulher,João C. P. da Silva,Homem,WEI
Carla A. D. M. Delgado,Mulher,Fabio Mascarenhas,Homem,WEI
Carla A. D. M. Delgado,Mulher,João C. P. da Silva,Homem,WEI
Fabio Mascarenhas,Homem,João C. P. da Silva,Homem,WEI
Flávio E. A. Horita,Homem,João Porto de Albuquerque,Homem,CTD
Almir de Oliveira Costa Junior,Homem,Lucimara Cruz de Souza,Mulher,WEI
Flávio Keidi Miyazawa,Homem,Mauro Henrique Mulati,Homem,ETC
José Luís A. Güntzel,Homem,Vinícius dos Santos Livramento,Homem,CTD
Antonio A. F. Loureiro,Homem,Luiz Vieira,Homem,CTD
Antonio A. F. Loureiro,Homem,Rodolfo W. L. Coutinho,Homem,CTD
Luiz Vieira,Homem,Rodolfo W. L. Coutinho,Homem,CTD
Marcos A. F. Borges,Homem,Marri S. S. Lima,Mulher,WEI
Marcos A. F. Borges,Homem,Matheus C. Meira,Homem,WEI
Marri S. S. Lima,Mulher,Matheus C. Meira,Homem,WEI
Antonio C. Oliveira Jr,Homem,Daniel S. Souza,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Diego L. Cardoso,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Igor W. A. Falcão,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Paulo H. A. Pereira,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Rafael F. Vieira,Homem,SEMISH
Daniel S. Souza,Homem,Diego L. Cardoso,Homem,SEMISH
Daniel S. Souza,Homem,Igor W. A. Falcão,Homem,SEMISH
Daniel S. Souza,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Daniel S. Souza,Homem,Paulo H. A. Pereira,Homem,SEMISH
Daniel S. Souza,Homem,Rafael F. Vieira,Homem,SEMISH
Diego L. Cardoso,Homem,Igor W. A. Falcão,Homem,SEMISH
Diego L. Cardoso,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Diego L. Cardoso,Homem,Paulo H. A. Pereira,Homem,SEMISH
Diego L. Cardoso,Homem,Rafael F. Vieira,Homem,SEMISH
Igor W. A. Falcão,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Igor W. A. Falcão,Homem,Paulo H. A. Pereira,Homem,SEMISH
Igor W. A. Falcão,Homem,Rafael F. Vieira,Homem,SEMISH
Marcos C. R. Seruffo,Homem,Paulo H. A. Pereira,Homem,SEMISH
Marcos C. R. Seruffo,Homem,Rafael F. Vieira,Homem,SEMISH
Paulo H. A. Pereira,Homem,Rafael F. Vieira,Homem,SEMISH
Alesom Zorzi,Homem,Celina M. H. de Figueiredo,Mulher,CTD
Alesom Zorzi,Homem,Raphael C. S. Machado,Homem,CTD
Celina M. H. de Figueiredo,Mulher,Raphael C. S. Machado,Homem,CTD
Altair O. Santin,Homem,Eduardo K. Viegas,Homem,CTD
Abner M. C. Araújo,Homem,Manuel M. Oliveira Neto,Homem,CTD
Augusto Vellozo,Homem,Edson Borin,Homem,WEI
Augusto Vellozo,Homem,Juliana F. Borin,Mulher,WEI
Augusto Vellozo,Homem,Láıs V. Minchillo,Mulher,WEI
Edson Borin,Homem,Juliana F. Borin,Mulher,WEI
Edson Borin,Homem,Láıs V. Minchillo,Mulher,WEI
Juliana F. Borin,Mulher,Láıs V. Minchillo,Mulher,WEI
Adenauer Yamin,Homem,Roger Machado,Homem,SEMISH
Adenauer Yamin,Homem,Rogério Albandes,Homem,SEMISH
Roger Machado,Homem,Rogério Albandes,Homem,SEMISH
Aline Paes,Mulher,Gerson Zaverucha,Homem,CTD
Aline Paes,Mulher,Rodrigo Azevedo Santos,Homem,CTD
Gerson Zaverucha,Homem,Rodrigo Azevedo Santos,Homem,CTD
Fernando Dione S. Lima,Homem,Francisco Lucas F. Pereira,Homem,CTIC
Fernando Dione S. Lima,Homem,João Paulo P. Gomes,Homem,CTIC
Fernando Dione S. Lima,Homem,Lucas G. M. Leite,Homem,CTIC
Francisco Lucas F. Pereira,Homem,João Paulo P. Gomes,Homem,CTIC
Francisco Lucas F. Pereira,Homem,Lucas G. M. Leite,Homem,CTIC
João Paulo P. Gomes,Homem,Lucas G. M. Leite,Homem,CTIC
Flávio Rocha,Homem,Évelynn Rosa,Mulher,WPerformance
Artur Ziviani,Homem,Felipe Abrahão,Homem,ETC
Artur Ziviani,Homem,Klaus Wehmuth,Homem,ETC
Felipe Abrahão,Homem,Klaus Wehmuth,Homem,ETC
Raul Lopes,Homem,Victor Campos,Homem,ETC
Helena G. Ribeiro,Mulher,Iraci C. S. de Carli,Mulher,WIT
Helena G. Ribeiro,Mulher,Maria de Fátima W. P. Lima,Mulher,WIT
Helena G. Ribeiro,Mulher,Naura A. Luciano,Mulher,WIT
Helena G. Ribeiro,Mulher,Simone C. M. Paiva,Mulher,WIT
Iraci C. S. de Carli,Mulher,Maria de Fátima W. P. Lima,Mulher,WIT
Iraci C. S. de Carli,Mulher,Naura A. Luciano,Mulher,WIT
Iraci C. S. de Carli,Mulher,Simone C. M. Paiva,Mulher,WIT
Maria de Fátima W. P. Lima,Mulher,Naura A. Luciano,Mulher,WIT
Maria de Fátima W. P. Lima,Mulher,Simone C. M. Paiva,Mulher,WIT
Naura A. Luciano,Mulher,Simone C. M. Paiva,Mulher,WIT
Fabiano Oliveira,Homem,Giancarlo F. Roberto,Homem,WEI
Fabiano Oliveira,Homem,Igor M. Coelho,Homem,WEI
Fabiano Oliveira,Homem,Paulo Eustáquio D. Pinto,Homem,WEI
Giancarlo F. Roberto,Homem,Igor M. Coelho,Homem,WEI
Giancarlo F. Roberto,Homem,Paulo Eustáquio D. Pinto,Homem,WEI
Igor M. Coelho,Homem,Paulo Eustáquio D. Pinto,Homem,WEI
Alice F. Finger,Mulher,Aline Vieira de Mello,Mulher,WIT
Alice F. Finger,Mulher,Andréa S. Bordin,Mulher,WIT
Alice F. Finger,Mulher,Letícia Gindri,Mulher,WIT
Aline Vieira de Mello,Mulher,Andréa S. Bordin,Mulher,WIT
Aline Vieira de Mello,Mulher,Letícia Gindri,Mulher,WIT
Andréa S. Bordin,Mulher,Letícia Gindri,Mulher,WIT
Cristina Fernandes,Mulher,Rafael Pocai,Homem,ETC
Adriane C. A. da Silva,Mulher,Luciano T. E. Pansanato,Homem,WEI
Luis Gustavo Nonato,Homem,Paulo Joia,Homem,CTD
Henrique Becker,Homem,Luciana S. Buriol,Mulher,ETC
Danilo Carastan dos Santos,Homem,Luiz Carlos da Silva Rozante,Homem,CTD
Edson Lisboa,Homem,Guilherme Esmeraldo,Homem,ENCompIF
Caio Augusto R. dos Santos,Homem,Rivalino Matias Jr.,Homem,CTD
Ana Caroline C. Nascimento,Mulher,Beatriz Pamela M. Nunes,Mulher,WIT
Ana Caroline C. Nascimento,Mulher,Gabriela Coutinho,Mulher,WIT
Ana Caroline C. Nascimento,Mulher,Renata V. de Figueiredo,Mulher,WIT
Ana Caroline C. Nascimento,Mulher,Vanessa Farias Dantas,Mulher,WIT
Beatriz Pamela M. Nunes,Mulher,Gabriela Coutinho,Mulher,WIT
Beatriz Pamela M. Nunes,Mulher,Renata V. de Figueiredo,Mulher,WIT
Beatriz Pamela M. Nunes,Mulher,Vanessa Farias Dantas,Mulher,WIT
Gabriela Coutinho,Mulher,Renata V. de Figueiredo,Mulher,WIT
Gabriela Coutinho,Mulher,Vanessa Farias Dantas,Mulher,WIT
Renata V. de Figueiredo,Mulher,Vanessa Farias Dantas,Mulher,WIT
Francisco Marcos da Silva Rocha,Homem,Fábio de Jesus Lima Gomes,Homem,ENCompIF
Adenauer Yamin,Homem,Patrick Fernandes,Homem,SEMISH
Adenauer Yamin,Homem,Renata Reiser,Mulher,SEMISH
Adenauer Yamin,Homem,Renato Dilli,Homem,SEMISH
Patrick Fernandes,Homem,Renata Reiser,Mulher,SEMISH
Patrick Fernandes,Homem,Renato Dilli,Homem,SEMISH
Renata Reiser,Mulher,Renato Dilli,Homem,SEMISH
Carlos Alberto V. Campos,Homem,Elton F. de S. Soares,Homem,WPerformance
Carlos Alberto V. Campos,Homem,Leonardo Teteo,Homem,WPerformance
Carlos Alberto V. Campos,Homem,Pedro Moura,Homem,WPerformance
Elton F. de S. Soares,Homem,Leonardo Teteo,Homem,WPerformance
Elton F. de S. Soares,Homem,Pedro Moura,Homem,WPerformance
Leonardo Teteo,Homem,Pedro Moura,Homem,WPerformance
Clézio Silva de Souza,Homem,Pablo Diego Silva da Silva,Homem,ENCompIF
Clézio Silva de Souza,Homem,Raphael de Aquino Gomes,Homem,ENCompIF
Clézio Silva de Souza,Homem,Rodrigo Sforni Mota,Homem,ENCompIF
Pablo Diego Silva da Silva,Homem,Raphael de Aquino Gomes,Homem,ENCompIF
Pablo Diego Silva da Silva,Homem,Rodrigo Sforni Mota,Homem,ENCompIF
Raphael de Aquino Gomes,Homem,Rodrigo Sforni Mota,Homem,ENCompIF
Flávio K. Miyazawa,Homem,Leonardo Y. Schwarzstein,Homem,ETC
Flávio K. Miyazawa,Homem,Rafael C. S. Schoeury,Homem,ETC
Leonardo Y. Schwarzstein,Homem,Rafael C. S. Schoeury,Homem,ETC
Fabiano Oliveira,Homem,Paulo E. D. Pinto,Homem,ETC
Fabiano Oliveira,Homem,Raquel M. Souza,Mulher,ETC
Paulo E. D. Pinto,Homem,Raquel M. Souza,Mulher,ETC
Jasiel G. Bahia,Homem,Miguel Elias M. Campista,Homem,WPerformance
Danielo G. Gomes,Homem,Joari S. L. Filho,Homem,WPerformance
Danielo G. Gomes,Homem,Manuel G. da S. Neto,Homem,WPerformance
Danielo G. Gomes,Homem,Paulo A. L. Rego,Homem,WPerformance
Joari S. L. Filho,Homem,Manuel G. da S. Neto,Homem,WPerformance
Joari S. L. Filho,Homem,Paulo A. L. Rego,Homem,WPerformance
Manuel G. da S. Neto,Homem,Paulo A. L. Rego,Homem,WPerformance
Cristiano André da Costa,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Cristiano André da Costa,Homem,Samuel Francisco Ferrigo,Homem,SBCUP
Rodrigo da Rosa Righi,Homem,Samuel Francisco Ferrigo,Homem,SBCUP
Renato M. de Moraes,Homem,Vandenberg B. da Paixão,Homem,WPerformance
Alexandre Fontinele,Homem,André Soares,Homem,CTD
André Alves dos Reis,Homem,Bruno César Vani,Homem,ENCompIF
André Alves dos Reis,Homem,Kleber Manrique Trevisani,Homem,ENCompIF
Bruno César Vani,Homem,Kleber Manrique Trevisani,Homem,ENCompIF
Alba Sandyra Bezerra Lopes,Mulher,Diego Silveira Costa Nascimento,Homem,WEI
Alba Sandyra Bezerra Lopes,Mulher,Edmilson Barbalho Campos Neto,Homem,WEI
Diego Silveira Costa Nascimento,Homem,Edmilson Barbalho Campos Neto,Homem,WEI
Carla Ilane Moreira Bezerra,Mulher,José Robertty de Freitas Costa,Homem,WEI
Carla Ilane Moreira Bezerra,Mulher,Mateus Lima Alves,Homem,WEI
José Robertty de Freitas Costa,Homem,Mateus Lima Alves,Homem,WEI
Ernesto Fonseca Veiga,Homem,Renato de Freitas Bulcão Neto,Homem,SBCUP
Fabio Augusto Faria,Homem,Matheus Macedo Leonardo,Homem,CTIC
Bruno Faiçal,Homem,Gerson Serejo,Homem,SEMISH
Bruno Faiçal,Homem,Gustavo Pessin,Homem,SEMISH
Bruno Faiçal,Homem,Heitor Freitas,Homem,SEMISH
Bruno Faiçal,Homem,Jó Ueyama,Homem,SEMISH
Bruno Faiçal,Homem,Marcelo Maia da Silva,Homem,SEMISH
Gerson Serejo,Homem,Gustavo Pessin,Homem,SEMISH
Gerson Serejo,Homem,Heitor Freitas,Homem,SEMISH
Gerson Serejo,Homem,Jó Ueyama,Homem,SEMISH
Gerson Serejo,Homem,Marcelo Maia da Silva,Homem,SEMISH
Gustavo Pessin,Homem,Heitor Freitas,Homem,SEMISH
Gustavo Pessin,Homem,Jó Ueyama,Homem,SEMISH
Gustavo Pessin,Homem,Marcelo Maia da Silva,Homem,SEMISH
Heitor Freitas,Homem,Jó Ueyama,Homem,SEMISH
Heitor Freitas,Homem,Marcelo Maia da Silva,Homem,SEMISH
Jó Ueyama,Homem,Marcelo Maia da Silva,Homem,SEMISH
Guilherme de C. M. Gomes,Homem,Vinicius Fernandes dos Santos,Homem,ETC
Alexandre Grotta,Homem,Edmir P.V. Prado,Homem,WEI
Larissa Roder,Mulher,Luciana A. F. Martimiano,Mulher,WIT
Larissa Roder,Mulher,Nikaelly V. de Lima,Mulher,WIT
Larissa Roder,Mulher,Valéria D. Feltrim,Mulher,WIT
Luciana A. F. Martimiano,Mulher,Nikaelly V. de Lima,Mulher,WIT
Luciana A. F. Martimiano,Mulher,Valéria D. Feltrim,Mulher,WIT
Nikaelly V. de Lima,Mulher,Valéria D. Feltrim,Mulher,WIT
Eduardo Marques,Homem,Leandro A. Martinez,Homem,SEMISH
Eduardo Marques,Homem,Tiago Lobo,Homem,SEMISH
Leandro A. Martinez,Homem,Tiago Lobo,Homem,SEMISH
Alexandre B. dos Santos,Homem,Francisco Alan de O. Santos,Homem,ENCompIF
Alexandre B. dos Santos,Homem,Pedro A. Fontes Neto,Homem,ENCompIF
Francisco Alan de O. Santos,Homem,Pedro A. Fontes Neto,Homem,ENCompIF
Adriano M. Souza,Homem,Carlos O. Rolim,Homem,SBCUP
Adriano M. Souza,Homem,Claudio F. R. Geyer,Homem,SBCUP
Adriano M. Souza,Homem,Guilherme A. Borges,Homem,SBCUP
Adriano M. Souza,Homem,Tatiana F. M. dos Santos,Mulher,SBCUP
Adriano M. Souza,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Carlos O. Rolim,Homem,Claudio F. R. Geyer,Homem,SBCUP
Carlos O. Rolim,Homem,Guilherme A. Borges,Homem,SBCUP
Carlos O. Rolim,Homem,Tatiana F. M. dos Santos,Mulher,SBCUP
Carlos O. Rolim,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Claudio F. R. Geyer,Homem,Guilherme A. Borges,Homem,SBCUP
Claudio F. R. Geyer,Homem,Tatiana F. M. dos Santos,Mulher,SBCUP
Claudio F. R. Geyer,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Guilherme A. Borges,Homem,Tatiana F. M. dos Santos,Mulher,SBCUP
Guilherme A. Borges,Homem,Valderi R. Q. Leithardt,Homem,SBCUP
Tatiana F. M. dos Santos,Mulher,Valderi R. Q. Leithardt,Homem,SBCUP
Antônio Augusto de A. Rocha,Homem,Carlos A. V. Campos,Homem,WPerformance
Antônio Augusto de A. Rocha,Homem,Daniel de M. C. Christiani,Homem,WPerformance
Carlos A. V. Campos,Homem,Daniel de M. C. Christiani,Homem,WPerformance
Diego Rocha Lima,Homem,Emanuel Dantas Filho,Homem,ETC
Diego Rocha Lima,Homem,Osmar Leandro Dantas da Silva,Homem,ETC
Emanuel Dantas Filho,Homem,Osmar Leandro Dantas da Silva,Homem,ETC
Cristiano André da Costa,Homem,Lucas Closs,Homem,SBCUP
Cristiano André da Costa,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Lucas Closs,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Cristiano André da Costa,Homem,Fabio de Oliveira Dias,Homem,SBCUP
Cristiano André da Costa,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Fabio de Oliveira Dias,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Cristiano André da Costa,Homem,Guilherme Wunsch,Homem,SBCUP
Cristiano André da Costa,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Guilherme Wunsch,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Eduardo F. Nakamura,Homem,Fabiola G. Nakamura,Mulher,CTIC
Eduardo F. Nakamura,Homem,Thais G. Almeida,Mulher,CTIC
Fabiola G. Nakamura,Mulher,Thais G. Almeida,Mulher,CTIC
Adenauer Yamin,Homem,Cláudio Geyer,Homem,SBCUP
Adenauer Yamin,Homem,Douglas Scheunemann,Homem,SBCUP
Adenauer Yamin,Homem,João Lopes,Homem,SBCUP
Adenauer Yamin,Homem,Renata Reiser,Mulher,SBCUP
Cláudio Geyer,Homem,Douglas Scheunemann,Homem,SBCUP
Cláudio Geyer,Homem,João Lopes,Homem,SBCUP
Cláudio Geyer,Homem,Renata Reiser,Mulher,SBCUP
Douglas Scheunemann,Homem,João Lopes,Homem,SBCUP
