Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Adrya Araújo,Mulher,Jeovana Leão,Mulher,WIT
Adrya Araújo,Mulher,Julis Figueira de Araújo,Homem,WIT
Adrya Araújo,Mulher,Kalil Ferreira,Homem,WIT
Adrya Araújo,Mulher,Mariana Barros,Mulher,WIT
Adrya Araújo,Mulher,Tanara Lauschner,Mulher,WIT
Bruna Mariana F. de Souza,Mulher,Fabiola Guerra Nakamura,Mulher,WIT
Bruna Mariana F. de Souza,Mulher,Jeovana Leão,Mulher,WIT
Bruna Mariana F. de Souza,Mulher,Julis Figueira de Araújo,Homem,WIT
Bruna Mariana F. de Souza,Mulher,Kalil Ferreira,Homem,WIT
Bruna Mariana F. de Souza,Mulher,Mariana Barros,Mulher,WIT
Bruna Mariana F. de Souza,Mulher,Tanara Lauschner,Mulher,WIT
Fabiola Guerra Nakamura,Mulher,Jeovana Leão,Mulher,WIT
Fabiola Guerra Nakamura,Mulher,Julis Figueira de Araújo,Homem,WIT
Fabiola Guerra Nakamura,Mulher,Kalil Ferreira,Homem,WIT
Fabiola Guerra Nakamura,Mulher,Mariana Barros,Mulher,WIT
Fabiola Guerra Nakamura,Mulher,Tanara Lauschner,Mulher,WIT
Jeovana Leão,Mulher,Julis Figueira de Araújo,Homem,WIT
Jeovana Leão,Mulher,Kalil Ferreira,Homem,WIT
Jeovana Leão,Mulher,Mariana Barros,Mulher,WIT
Jeovana Leão,Mulher,Tanara Lauschner,Mulher,WIT
Julis Figueira de Araújo,Homem,Kalil Ferreira,Homem,WIT
Julis Figueira de Araújo,Homem,Mariana Barros,Mulher,WIT
Julis Figueira de Araújo,Homem,Tanara Lauschner,Mulher,WIT
Kalil Ferreira,Homem,Mariana Barros,Mulher,WIT
Kalil Ferreira,Homem,Tanara Lauschner,Mulher,WIT
Mariana Barros,Mulher,Tanara Lauschner,Mulher,WIT
Anderson Viçoso de Araújo,Homem,Felício Gobbi Hoffmann Santos Pereira,Homem,WEI
Anderson Viçoso de Araújo,Homem,Graziela Santos de Araújo,Mulher,WEI
Anderson Viçoso de Araújo,Homem,Heitor Batistela Zunta,Homem,WEI
Anderson Viçoso de Araújo,Homem,Luciana Montera Cheung,Mulher,WEI
Felício Gobbi Hoffmann Santos Pereira,Homem,Graziela Santos de Araújo,Mulher,WEI
Felício Gobbi Hoffmann Santos Pereira,Homem,Heitor Batistela Zunta,Homem,WEI
Felício Gobbi Hoffmann Santos Pereira,Homem,Luciana Montera Cheung,Mulher,WEI
Graziela Santos de Araújo,Mulher,Heitor Batistela Zunta,Homem,WEI
Graziela Santos de Araújo,Mulher,Luciana Montera Cheung,Mulher,WEI
Heitor Batistela Zunta,Homem,Luciana Montera Cheung,Mulher,WEI
Anelise Souza Rocha,Mulher,Douglas Farias Cordeiro,Homem,WIT
Anelise Souza Rocha,Mulher,Kátia Kelvis Cassiano,Mulher,WIT
Anelise Souza Rocha,Mulher,Nubia Rosa da Silva,Mulher,WIT
Douglas Farias Cordeiro,Homem,Kátia Kelvis Cassiano,Mulher,WIT
Douglas Farias Cordeiro,Homem,Nubia Rosa da Silva,Mulher,WIT
Kátia Kelvis Cassiano,Mulher,Nubia Rosa da Silva,Mulher,WIT
Adenauer Yamin,Homem,Ana Marilza Pernas,Mulher,SBCUP
Adenauer Yamin,Homem,Felipe Haertel,Homem,SBCUP
Adenauer Yamin,Homem,Leandro Camargo,Homem,SBCUP
Ana Marilza Pernas,Mulher,Felipe Haertel,Homem,SBCUP
Ana Marilza Pernas,Mulher,Leandro Camargo,Homem,SBCUP
Felipe Haertel,Homem,Leandro Camargo,Homem,SBCUP
Denis Rosário,Homem,Eduardo Cerqueira,Homem,SBCUP
Denis Rosário,Homem,Eduardo Lima,Homem,SBCUP
Denis Rosário,Homem,Helder Oliveira,Homem,SBCUP
Denis Rosário,Homem,Jean Moraes,Homem,SBCUP
Denis Rosário,Homem,Nagib Matni,Homem,SBCUP
Eduardo Cerqueira,Homem,Eduardo Lima,Homem,SBCUP
Eduardo Cerqueira,Homem,Helder Oliveira,Homem,SBCUP
Eduardo Cerqueira,Homem,Jean Moraes,Homem,SBCUP
Eduardo Cerqueira,Homem,Nagib Matni,Homem,SBCUP
Eduardo Lima,Homem,Helder Oliveira,Homem,SBCUP
Eduardo Lima,Homem,Jean Moraes,Homem,SBCUP
Eduardo Lima,Homem,Nagib Matni,Homem,SBCUP
Helder Oliveira,Homem,Jean Moraes,Homem,SBCUP
Helder Oliveira,Homem,Nagib Matni,Homem,SBCUP
Jean Moraes,Homem,Nagib Matni,Homem,SBCUP
Antônio Mauro B. Oliveira,Homem,Francisco S. Júnior,Homem,WASHES
Antônio Mauro B. Oliveira,Homem,Henrique V. Oliveira,Homem,WASHES
Antônio Mauro B. Oliveira,Homem,Matheus F. de Oliveira,Homem,WASHES
Antônio Mauro B. Oliveira,Homem,Renato A. C. Freitas,Homem,WASHES
Antônio Mauro B. Oliveira,Homem,Silvio R. Evangelista,Homem,WASHES
Francisco S. Júnior,Homem,Henrique V. Oliveira,Homem,WASHES
Francisco S. Júnior,Homem,Matheus F. de Oliveira,Homem,WASHES
Francisco S. Júnior,Homem,Renato A. C. Freitas,Homem,WASHES
Francisco S. Júnior,Homem,Silvio R. Evangelista,Homem,WASHES
Henrique V. Oliveira,Homem,Matheus F. de Oliveira,Homem,WASHES
Henrique V. Oliveira,Homem,Renato A. C. Freitas,Homem,WASHES
Henrique V. Oliveira,Homem,Silvio R. Evangelista,Homem,WASHES
Matheus F. de Oliveira,Homem,Renato A. C. Freitas,Homem,WASHES
Matheus F. de Oliveira,Homem,Silvio R. Evangelista,Homem,WASHES
Renato A. C. Freitas,Homem,Silvio R. Evangelista,Homem,WASHES
Audir da Costa Oliveira Filho,Homem,Christiane Borges Santos,Mulher,WIT
Isa Neves,Mulher,Laila Pereira Mota,Mulher,WEI
Ariadne Costa,Mulher,Luciana Trento Raineri,Mulher,CTIC
Ariadne Costa,Mulher,Rafael Silva Del Lama,Homem,CTIC
Ariadne Costa,Mulher,Raquel Mariana Candido,Mulher,CTIC
Ariadne Costa,Mulher,Renato Tinos,Homem,CTIC
Luciana Trento Raineri,Mulher,Rafael Silva Del Lama,Homem,CTIC
Luciana Trento Raineri,Mulher,Raquel Mariana Candido,Mulher,CTIC
Luciana Trento Raineri,Mulher,Renato Tinos,Homem,CTIC
Rafael Silva Del Lama,Homem,Raquel Mariana Candido,Mulher,CTIC
Rafael Silva Del Lama,Homem,Renato Tinos,Homem,CTIC
Raquel Mariana Candido,Mulher,Renato Tinos,Homem,CTIC
Ana Rita Mazzini,Mulher,Andre Du Bois,Homem,WEI
Ana Rita Mazzini,Mulher,Clause Piana,Mulher,WEI
Ana Rita Mazzini,Mulher,Johnny Marques,Homem,WEI
Ana Rita Mazzini,Mulher,Luciana Foss,Mulher,WEI
Ana Rita Mazzini,Mulher,Placida Oliveira,Mulher,WEI
Ana Rita Mazzini,Mulher,Renata Reiser,Mulher,WEI
Ana Rita Mazzini,Mulher,Simone Cavalheiro,Mulher,WEI
Andre Du Bois,Homem,Clause Piana,Mulher,WEI
Andre Du Bois,Homem,Johnny Marques,Homem,WEI
Andre Du Bois,Homem,Luciana Foss,Mulher,WEI
Andre Du Bois,Homem,Placida Oliveira,Mulher,WEI
Andre Du Bois,Homem,Renata Reiser,Mulher,WEI
Andre Du Bois,Homem,Simone Cavalheiro,Mulher,WEI
Clause Piana,Mulher,Johnny Marques,Homem,WEI
Clause Piana,Mulher,Luciana Foss,Mulher,WEI
Clause Piana,Mulher,Placida Oliveira,Mulher,WEI
Clause Piana,Mulher,Renata Reiser,Mulher,WEI
Clause Piana,Mulher,Simone Cavalheiro,Mulher,WEI
Johnny Marques,Homem,Luciana Foss,Mulher,WEI
Johnny Marques,Homem,Placida Oliveira,Mulher,WEI
Johnny Marques,Homem,Renata Reiser,Mulher,WEI
Johnny Marques,Homem,Simone Cavalheiro,Mulher,WEI
Luciana Foss,Mulher,Placida Oliveira,Mulher,WEI
Luciana Foss,Mulher,Renata Reiser,Mulher,WEI
Luciana Foss,Mulher,Simone Cavalheiro,Mulher,WEI
Placida Oliveira,Mulher,Renata Reiser,Mulher,WEI
Placida Oliveira,Mulher,Simone Cavalheiro,Mulher,WEI
Renata Reiser,Mulher,Simone Cavalheiro,Mulher,WEI
Augusto Venâncio Neto,Homem,Denis do Rosário,Homem,SBCUP
Augusto Venâncio Neto,Homem,Eduardo Cerqueira,Homem,SBCUP
Augusto Venâncio Neto,Homem,Wanderson Modesto,Homem,SBCUP
Denis do Rosário,Homem,Eduardo Cerqueira,Homem,SBCUP
Denis do Rosário,Homem,Wanderson Modesto,Homem,SBCUP
Eduardo Cerqueira,Homem,Wanderson Modesto,Homem,SBCUP
Karin Komati,Mulher,Kelly Gazolli,Mulher,ENCompIF
Karin Komati,Mulher,Wander Fernandes Junior,Homem,ENCompIF
Kelly Gazolli,Mulher,Wander Fernandes Junior,Homem,ENCompIF
Bruno P. Oliveira,Homem,Felipe A. Ferreira,Homem,SEMISH
Bruno P. Oliveira,Homem,Hélio Lopes,Homem,SEMISH
Bruno P. Oliveira,Homem,Rodrigo V. Kassick,Homem,SEMISH
Bruno P. Oliveira,Homem,Vinícius Furlan,Homem,SEMISH
Felipe A. Ferreira,Homem,Hélio Lopes,Homem,SEMISH
Felipe A. Ferreira,Homem,Rodrigo V. Kassick,Homem,SEMISH
Felipe A. Ferreira,Homem,Vinícius Furlan,Homem,SEMISH
Hélio Lopes,Homem,Rodrigo V. Kassick,Homem,SEMISH
Hélio Lopes,Homem,Vinícius Furlan,Homem,SEMISH
Rodrigo V. Kassick,Homem,Vinícius Furlan,Homem,SEMISH
Alberto H. F. Laender,Homem,João M. M. C. Cota,Homem,SEMISH
Alberto H. F. Laender,Homem,Raquel O. Prates,Mulher,SEMISH
João M. M. C. Cota,Homem,Raquel O. Prates,Mulher,SEMISH
Herleson Paiva Pontes,Homem,Juliana Pereira Cabral,Mulher,SEMISH
Anderson Lemos,Homem,Olga Goussevskaia,Mulher,CTD
Anderson Lemos,Homem,Vinicius F. dos Santos,Homem,CTD
Olga Goussevskaia,Mulher,Vinicius F. dos Santos,Homem,CTD
Erickson R. Nascimento,Homem,Mario F. M. Campos,Homem,CTD
Erickson R. Nascimento,Homem,Michel M. Silva,Homem,CTD
Mario F. M. Campos,Homem,Michel M. Silva,Homem,CTD
Francisco de Assis Boldt,Homem,Jefferson Oliveira Andrade,Homem,SEMISH
Francisco de Assis Boldt,Homem,Karin Satie Komati,Mulher,SEMISH
Francisco de Assis Boldt,Homem,Leandro Rodrigues Ramos,Homem,SEMISH
Jefferson Oliveira Andrade,Homem,Karin Satie Komati,Mulher,SEMISH
Jefferson Oliveira Andrade,Homem,Leandro Rodrigues Ramos,Homem,SEMISH
Karin Satie Komati,Mulher,Leandro Rodrigues Ramos,Homem,SEMISH
André Luiz Alves,Homem,Danielly Rayanne M. Lima,Mulher,ENCompIF
André Luiz Alves,Homem,Raissa Ohana F. O e Silva,Mulher,ENCompIF
André Luiz Alves,Homem,Álvaro Getúlio Medeiros,Homem,ENCompIF
Danielly Rayanne M. Lima,Mulher,Raissa Ohana F. O e Silva,Mulher,ENCompIF
Danielly Rayanne M. Lima,Mulher,Álvaro Getúlio Medeiros,Homem,ENCompIF
Raissa Ohana F. O e Silva,Mulher,Álvaro Getúlio Medeiros,Homem,ENCompIF
Max Filipe da Costa Braga,Homem,Orlando Shigueo Ohashi Junior,Homem,SEMISH
Max Filipe da Costa Braga,Homem,Renato Hidaka Torres,Homem,SEMISH
Max Filipe da Costa Braga,Homem,Wilson Rogério Soares e Silva,Homem,SEMISH
Orlando Shigueo Ohashi Junior,Homem,Renato Hidaka Torres,Homem,SEMISH
Orlando Shigueo Ohashi Junior,Homem,Wilson Rogério Soares e Silva,Homem,SEMISH
Renato Hidaka Torres,Homem,Wilson Rogério Soares e Silva,Homem,SEMISH
Denis Rosário,Homem,Derian Sobral,Homem,SEMISH
Denis Rosário,Homem,Fábio Araújo,Homem,SEMISH
Denis Rosário,Homem,Helder Oliveira,Homem,SEMISH
Denis Rosário,Homem,Stefany Pinheiro,Mulher,SEMISH
Derian Sobral,Homem,Fábio Araújo,Homem,SEMISH
Derian Sobral,Homem,Helder Oliveira,Homem,SEMISH
Derian Sobral,Homem,Stefany Pinheiro,Mulher,SEMISH
Fábio Araújo,Homem,Helder Oliveira,Homem,SEMISH
Fábio Araújo,Homem,Stefany Pinheiro,Mulher,SEMISH
Helder Oliveira,Homem,Stefany Pinheiro,Mulher,SEMISH
Bruno Silvestre,Homem,Eliseu Germano,Homem,SBCUP
Bruno Silvestre,Homem,Sergio Carvalho,Homem,SBCUP
Eliseu Germano,Homem,Sergio Carvalho,Homem,SBCUP
Luiz C. V. dos Santos,Homem,Marleson Graf,Homem,CTD
Ana Luísa S. Milson,Mulher,Daniel H. Dalip,Homem,WIT
Ana Luísa S. Milson,Mulher,Indra Matsiendra C. D. Ribeiro,Mulher,WIT
Ana Luísa S. Milson,Mulher,Izabela A. Andrade,Mulher,WIT
Ana Luísa S. Milson,Mulher,Julia M. M. Gonçalves,Mulher,WIT
Ana Luísa S. Milson,Mulher,Luísa M. Laboissiere,Mulher,WIT
Ana Luísa S. Milson,Mulher,Marcella D. Ferreira,Mulher,WIT
Ana Luísa S. Milson,Mulher,Michele A. Brandão,Mulher,WIT
Ana Luísa S. Milson,Mulher,Mirella M. Moro,Mulher,WIT
Daniel H. Dalip,Homem,Indra Matsiendra C. D. Ribeiro,Mulher,WIT
Daniel H. Dalip,Homem,Izabela A. Andrade,Mulher,WIT
Daniel H. Dalip,Homem,Julia M. M. Gonçalves,Mulher,WIT
Daniel H. Dalip,Homem,Luísa M. Laboissiere,Mulher,WIT
Daniel H. Dalip,Homem,Marcella D. Ferreira,Mulher,WIT
Daniel H. Dalip,Homem,Michele A. Brandão,Mulher,WIT
Daniel H. Dalip,Homem,Mirella M. Moro,Mulher,WIT
Indra Matsiendra C. D. Ribeiro,Mulher,Izabela A. Andrade,Mulher,WIT
Indra Matsiendra C. D. Ribeiro,Mulher,Julia M. M. Gonçalves,Mulher,WIT
Indra Matsiendra C. D. Ribeiro,Mulher,Luísa M. Laboissiere,Mulher,WIT
Indra Matsiendra C. D. Ribeiro,Mulher,Marcella D. Ferreira,Mulher,WIT
Indra Matsiendra C. D. Ribeiro,Mulher,Michele A. Brandão,Mulher,WIT
Indra Matsiendra C. D. Ribeiro,Mulher,Mirella M. Moro,Mulher,WIT
Izabela A. Andrade,Mulher,Julia M. M. Gonçalves,Mulher,WIT
Izabela A. Andrade,Mulher,Luísa M. Laboissiere,Mulher,WIT
Izabela A. Andrade,Mulher,Marcella D. Ferreira,Mulher,WIT
Izabela A. Andrade,Mulher,Michele A. Brandão,Mulher,WIT
Izabela A. Andrade,Mulher,Mirella M. Moro,Mulher,WIT
Julia M. M. Gonçalves,Mulher,Luísa M. Laboissiere,Mulher,WIT
Julia M. M. Gonçalves,Mulher,Marcella D. Ferreira,Mulher,WIT
Julia M. M. Gonçalves,Mulher,Michele A. Brandão,Mulher,WIT
Julia M. M. Gonçalves,Mulher,Mirella M. Moro,Mulher,WIT
Luísa M. Laboissiere,Mulher,Marcella D. Ferreira,Mulher,WIT
Luísa M. Laboissiere,Mulher,Michele A. Brandão,Mulher,WIT
Luísa M. Laboissiere,Mulher,Mirella M. Moro,Mulher,WIT
Marcella D. Ferreira,Mulher,Michele A. Brandão,Mulher,WIT
Marcella D. Ferreira,Mulher,Mirella M. Moro,Mulher,WIT
Michele A. Brandão,Mulher,Mirella M. Moro,Mulher,WIT
Bruna Mariana Souza,Mulher,Juliana Magalhães,Mulher,WIT
Bruna Mariana Souza,Mulher,Júlia Luiza Conceição,Mulher,WIT
Bruna Mariana Souza,Mulher,Rosiane Freitas,Mulher,WIT
Juliana Magalhães,Mulher,Júlia Luiza Conceição,Mulher,WIT
Juliana Magalhães,Mulher,Rosiane Freitas,Mulher,WIT
Júlia Luiza Conceição,Mulher,Rosiane Freitas,Mulher,WIT
Elisa Yumi Nakagawa,Mulher,Valdemar Neto,Homem,CTIC
Elisa Yumi Nakagawa,Mulher,Wallace Manzano,Homem,CTIC
Valdemar Neto,Homem,Wallace Manzano,Homem,CTIC
Francisco Nivando Bezerra,Homem,Savio Lopes Rabelo,Homem,SEMISH
Francisco Nivando Bezerra,Homem,Tamara Arruda Pereira,Mulher,SEMISH
Savio Lopes Rabelo,Homem,Tamara Arruda Pereira,Mulher,SEMISH
Antônio Rodrigues,Homem,Artur Veloso,Homem,SBCUP
Antônio Rodrigues,Homem,Halysson Júnior,Homem,SBCUP
Antônio Rodrigues,Homem,Joel Rodrigues,Homem,SBCUP
Antônio Rodrigues,Homem,José Sobral,Homem,SBCUP
Antônio Rodrigues,Homem,Ricardo Rabêlo,Homem,SBCUP
Artur Veloso,Homem,Halysson Júnior,Homem,SBCUP
Artur Veloso,Homem,Joel Rodrigues,Homem,SBCUP
Artur Veloso,Homem,José Sobral,Homem,SBCUP
Artur Veloso,Homem,Ricardo Rabêlo,Homem,SBCUP
Halysson Júnior,Homem,Joel Rodrigues,Homem,SBCUP
Halysson Júnior,Homem,José Sobral,Homem,SBCUP
Halysson Júnior,Homem,Ricardo Rabêlo,Homem,SBCUP
Joel Rodrigues,Homem,José Sobral,Homem,SBCUP
Joel Rodrigues,Homem,Ricardo Rabêlo,Homem,SBCUP
José Sobral,Homem,Ricardo Rabêlo,Homem,SBCUP
Danilo Vasconcelos,Homem,Rossana Andrade,Mulher,SBCUP
Danilo Vasconcelos,Homem,Valdenir Severino,Homem,SBCUP
Rossana Andrade,Mulher,Valdenir Severino,Homem,SBCUP
Mateus Coelho Silva,Homem,Ricardo Augusto Rabelo Oliveira,Homem,SEMISH
Mateus Coelho Silva,Homem,Saul Delabrida,Homem,SEMISH
Mateus Coelho Silva,Homem,Sérvio Pontes Ribeiro,Homem,SEMISH
Ricardo Augusto Rabelo Oliveira,Homem,Saul Delabrida,Homem,SEMISH
Ricardo Augusto Rabelo Oliveira,Homem,Sérvio Pontes Ribeiro,Homem,SEMISH
Saul Delabrida,Homem,Sérvio Pontes Ribeiro,Homem,SEMISH
Andre Aquino,Homem,Hyuri Maciel,Homem,SBCUP
Fabíola Pantoja O. Araújo,Mulher,Geisiane S. Matos,Mulher,WIT
Fabíola Pantoja O. Araújo,Mulher,Sara das Mercês Silva,Mulher,WIT
Fabíola Pantoja O. Araújo,Mulher,Tatiane A. Nascimento,Mulher,WIT
Geisiane S. Matos,Mulher,Sara das Mercês Silva,Mulher,WIT
Geisiane S. Matos,Mulher,Tatiane A. Nascimento,Mulher,WIT
Sara das Mercês Silva,Mulher,Tatiane A. Nascimento,Mulher,WIT
Josiane Porto,Mulher,Tiago Lima,Homem,WASHES
Barbara Ramos,Mulher,Leonardo Gargano,Homem,WASHES
Barbara Ramos,Mulher,Marcelo Fornazin,Homem,WASHES
Leonardo Gargano,Homem,Marcelo Fornazin,Homem,WASHES
Ana Santos,Mulher,Ricardo Souza,Homem,WASHES
André R. Ortoncelli,Homem,Jeferson V. L. Albino,Homem,WEI
André R. Ortoncelli,Homem,Newton C. Will,Homem,WEI
André R. Ortoncelli,Homem,Rafael A. P. de Oliveira,Homem,WEI
Jeferson V. L. Albino,Homem,Newton C. Will,Homem,WEI
Jeferson V. L. Albino,Homem,Rafael A. P. de Oliveira,Homem,WEI
Newton C. Will,Homem,Rafael A. P. de Oliveira,Homem,WEI
Cândida Nunes da Silva,Mulher,Orlando Lee,Homem,ETC
André Ribeiro,Homem,Caroline Patrão,Mulher,ETC
André Ribeiro,Homem,Celina Figueiredo,Mulher,ETC
André Ribeiro,Homem,Diane Castonguay,Mulher,ETC
André Ribeiro,Homem,Luis Kowada,Homem,ETC
Caroline Patrão,Mulher,Celina Figueiredo,Mulher,ETC
Caroline Patrão,Mulher,Diane Castonguay,Mulher,ETC
Caroline Patrão,Mulher,Luis Kowada,Homem,ETC
Celina Figueiredo,Mulher,Diane Castonguay,Mulher,ETC
Celina Figueiredo,Mulher,Luis Kowada,Homem,ETC
Diane Castonguay,Mulher,Luis Kowada,Homem,ETC
Guilherme G. Arcencio,Homem,Matheus T. Mattioli,Homem,ETC
Guilherme G. Arcencio,Homem,Mário César San Felice,Homem,ETC
Guilherme G. Arcencio,Homem,Pedro H. D. B. Hokama,Homem,ETC
Matheus T. Mattioli,Homem,Mário César San Felice,Homem,ETC
Matheus T. Mattioli,Homem,Pedro H. D. B. Hokama,Homem,ETC
Mário César San Felice,Homem,Pedro H. D. B. Hokama,Homem,ETC
Aluizio Haendchen Filho,Homem,Anita Fernandes,Mulher,SEMISH
Aluizio Haendchen Filho,Homem,Jonathan Nau,Homem,SEMISH
Aluizio Haendchen Filho,Homem,Rudimar Luís Scaranto Dazzi,Homem,SEMISH
Anita Fernandes,Mulher,Jonathan Nau,Homem,SEMISH
Anita Fernandes,Mulher,Rudimar Luís Scaranto Dazzi,Homem,SEMISH
Jonathan Nau,Homem,Rudimar Luís Scaranto Dazzi,Homem,SEMISH
Anderson Y. Iwasaki,Homem,Elisa Yumi Nakagawa,Mulher,SEMISH
Anderson Y. Iwasaki,Homem,João Paulo K. S. Nunes,Homem,SEMISH
Anderson Y. Iwasaki,Homem,Thiago Bianchi,Homem,SEMISH
Elisa Yumi Nakagawa,Mulher,João Paulo K. S. Nunes,Homem,SEMISH
Elisa Yumi Nakagawa,Mulher,Thiago Bianchi,Homem,SEMISH
João Paulo K. S. Nunes,Homem,Thiago Bianchi,Homem,SEMISH
André L. Vignatti,Homem,Murilo V. G. da Silva,Homem,CTD
André L. Vignatti,Homem,Nicollas M. Sdroievski,Homem,CTD
Murilo V. G. da Silva,Homem,Nicollas M. Sdroievski,Homem,CTD
Francisco Airton Silva,Homem,Igor Gonçalves,Homem,WPerformance
Francisco Airton Silva,Homem,Iure Fé,Homem,WPerformance
Francisco Airton Silva,Homem,Laécio Rodrigues,Homem,WPerformance
Francisco Airton Silva,Homem,Patrícia Endo,Mulher,WPerformance
Igor Gonçalves,Homem,Iure Fé,Homem,WPerformance
Igor Gonçalves,Homem,Laécio Rodrigues,Homem,WPerformance
Igor Gonçalves,Homem,Patrícia Endo,Mulher,WPerformance
Iure Fé,Homem,Laécio Rodrigues,Homem,WPerformance
Iure Fé,Homem,Patrícia Endo,Mulher,WPerformance
Laécio Rodrigues,Homem,Patrícia Endo,Mulher,WPerformance
Brenner H. O. Rios,Homem,Eduardo C. Xavier,Homem,ETC
Brenner H. O. Rios,Homem,Flávio K. Miyazawa,Homem,ETC
Brenner H. O. Rios,Homem,Pedro Amorim,Homem,ETC
Eduardo C. Xavier,Homem,Flávio K. Miyazawa,Homem,ETC
Eduardo C. Xavier,Homem,Pedro Amorim,Homem,ETC
Flávio K. Miyazawa,Homem,Pedro Amorim,Homem,ETC
Angélica F. S. Dias,Mulher,Beatriz Saburido,Mulher,WIT
Angélica F. S. Dias,Mulher,Juliana B. S. França,Mulher,WIT
Beatriz Saburido,Mulher,Juliana B. S. França,Mulher,WIT
Davy M. S. Gomes,Homem,Fernanda Castelo Branco Santana,Mulher,WEI
Davy M. S. Gomes,Homem,Fernanda Silveira,Mulher,WEI
Davy M. S. Gomes,Homem,Igo Amauri S. Luz,Homem,WEI
Davy M. S. Gomes,Homem,Luciano T. Silva,Homem,WEI
Davy M. S. Gomes,Homem,Rebeca dos Santos,Mulher,WEI
Fernanda Castelo Branco Santana,Mulher,Fernanda Silveira,Mulher,WEI
Fernanda Castelo Branco Santana,Mulher,Igo Amauri S. Luz,Homem,WEI
Fernanda Castelo Branco Santana,Mulher,Luciano T. Silva,Homem,WEI
Fernanda Castelo Branco Santana,Mulher,Rebeca dos Santos,Mulher,WEI
Fernanda Silveira,Mulher,Igo Amauri S. Luz,Homem,WEI
Fernanda Silveira,Mulher,Luciano T. Silva,Homem,WEI
Fernanda Silveira,Mulher,Rebeca dos Santos,Mulher,WEI
Igo Amauri S. Luz,Homem,Luciano T. Silva,Homem,WEI
Igo Amauri S. Luz,Homem,Rebeca dos Santos,Mulher,WEI
Luciano T. Silva,Homem,Rebeca dos Santos,Mulher,WEI
Jonice Oliveira,Mulher,Luiz Paulo Carvalho,Homem,WASHES
Bruno Pasqualotto Cavalar,Homem,Yoshiharu Kohayakawa,Homem,CTD
Marcelo E. Vendramin,Homem,Álvaro J. P. Franco,Homem,ETC
Alex Calado,Homem,Ricardo de Souza,Homem,WASHES
Gilvaneide Francisca Gomes,Mulher,Ricardo André Cavalcante de Souza,Homem,WEI
Ana Barbosa,Mulher,Diego Hoss,Homem,WEI
Ana Barbosa,Mulher,Gil Andrade,Homem,WEI
Ana Barbosa,Mulher,Lana Gomes,Mulher,WEI
Diego Hoss,Homem,Gil Andrade,Homem,WEI
Diego Hoss,Homem,Lana Gomes,Mulher,WEI
Gil Andrade,Homem,Lana Gomes,Mulher,WEI
Ildenê F. S. Mota,Mulher,Kamilla Taiwhscki B. Silva,Mulher,WIT
Ildenê F. S. Mota,Mulher,Viviane A. Santos,Mulher,WIT
Kamilla Taiwhscki B. Silva,Mulher,Viviane A. Santos,Mulher,WIT
Erickson R. Nascimento,Homem,João P. M. Ferreira,Homem,CTD
Erickson R. Nascimento,Homem,Renato Martins,Homem,CTD
João P. M. Ferreira,Homem,Renato Martins,Homem,CTD
Carlos Figueiredo,Homem,Wilson Neto,Homem,SBCUP
Fabiano Oliveira,Homem,Jorge Goulart,Homem,WEI
Fabiano Oliveira,Homem,Paulo Pinto,Homem,WEI
Jorge Goulart,Homem,Paulo Pinto,Homem,WEI
José Augusto Fabri,Homem,Marco Aurélio Graciotto Silva,Homem,WEI
José Augusto Fabri,Homem,Yuri Rafael Grajefe Feitosa,Homem,WEI
Marco Aurélio Graciotto Silva,Homem,Yuri Rafael Grajefe Feitosa,Homem,WEI
André Luiz de O. Cezário,Homem,Dayvson Sales,Homem,SEMISH
André Luiz de O. Cezário,Homem,Fábio J. Coutinho,Homem,SEMISH
André Luiz de O. Cezário,Homem,John Davi D. C. Pires,Homem,SEMISH
André Luiz de O. Cezário,Homem,Rebeca de Jesus Brandão,Mulher,SEMISH
André Luiz de O. Cezário,Homem,Samuel Lucas V. L. Barbosa,Homem,SEMISH
André Luiz de O. Cezário,Homem,Victor Accete,Homem,SEMISH
André Luiz de O. Cezário,Homem,Wagner Fontes,Homem,SEMISH
Dayvson Sales,Homem,Fábio J. Coutinho,Homem,SEMISH
Dayvson Sales,Homem,John Davi D. C. Pires,Homem,SEMISH
Dayvson Sales,Homem,Rebeca de Jesus Brandão,Mulher,SEMISH
Dayvson Sales,Homem,Samuel Lucas V. L. Barbosa,Homem,SEMISH
Dayvson Sales,Homem,Victor Accete,Homem,SEMISH
Dayvson Sales,Homem,Wagner Fontes,Homem,SEMISH
Fábio J. Coutinho,Homem,John Davi D. C. Pires,Homem,SEMISH
Fábio J. Coutinho,Homem,Rebeca de Jesus Brandão,Mulher,SEMISH
Fábio J. Coutinho,Homem,Samuel Lucas V. L. Barbosa,Homem,SEMISH
Fábio J. Coutinho,Homem,Victor Accete,Homem,SEMISH
Fábio J. Coutinho,Homem,Wagner Fontes,Homem,SEMISH
John Davi D. C. Pires,Homem,Rebeca de Jesus Brandão,Mulher,SEMISH
John Davi D. C. Pires,Homem,Samuel Lucas V. L. Barbosa,Homem,SEMISH
John Davi D. C. Pires,Homem,Victor Accete,Homem,SEMISH
John Davi D. C. Pires,Homem,Wagner Fontes,Homem,SEMISH
Rebeca de Jesus Brandão,Mulher,Samuel Lucas V. L. Barbosa,Homem,SEMISH
Rebeca de Jesus Brandão,Mulher,Victor Accete,Homem,SEMISH
Rebeca de Jesus Brandão,Mulher,Wagner Fontes,Homem,SEMISH
